iter	Logloss
278	0.2139711411
279	0.2137226441
280	0.2133117213
281	0.2129275672
282	0.2126588458
283	0.2122134268
284	0.2117606058
285	0.2111786793
286	0.210925209
287	0.2106337726
288	0.2102035235
289	0.2097117102
290	0.2095567148
291	0.2092797879
292	0.2086227552
293	0.2084420311
294	0.2081441873
295	0.2075486053
296	0.2072828745
297	0.2070848036
298	0.2068392081
299	0.2067045982
300	0.2065268491
301	0.2061783195
302	0.2058626554
303	0.2053481456
304	0.2049203894
305	0.2047516973
306	0.2044170633
307	0.2041052041
308	0.2038534167
309	0.2035444191
310	0.2031493229
311	0.2026960232
312	0.202431316
313	0.2020404788
314	0.2014981779
315	0.2013588892
316	0.2009769219
317	0.2006662968
318	0.2004947541
319	0.2002207476
320	0.1999772405
321	0.199713122
322	0.1995943564
323	0.1995206004
324	0.1991598887
325	0.1990063946
326	0.1988012205
327	0.1986041984
328	0.1981887834
329	0.1980078549
330	0.1977735563
331	0.1974412547
332	0.1971176203
333	0.1971001639
334	0.1967050084
335	0.1965389122
336	0.1962184396
337	0.1959226194
338	0.1955728526
339	0.195162667
340	0.1947572944
341	0.1945158635
342	0.1941424632
343	0.1937986902
344	0.1935692334
345	0.1933920796
346	0.1931992378
347	0.1929072114
348	0.1925944124
349	0.1923887922
350	0.1921234011
351	0.1919643515
352	0.1916969057
353	0.1914301194
354	0.1911394245
355	0.1910292991
356	0.19076512
357	0.1905105234
358	0.1903332993
359	0.1901778766
360	0.1899677684
361	0.189548024
362	0.189135048
363	0.1888370626
364	0.1885848662
365	0.1883866038
366	0.1880584512
367	0.1877518902
368	0.187585523
369	0.1874318356
370	0.1871444917
371	0.1868004355
372	0.1865892309
373	0.1864365927
374	0.1862531198
375	0.1860259339
376	0.1856081694
377	0.1854061746
378	0.1851561427
379	0.1849600091
380	0.1847490341
381	0.184467438
382	0.1841792337
383	0.1840807823
384	0.1838592143
385	0.1837390658
386	0.1833324239
387	0.1829006846
388	0.1825946691
389	0.1823838918
390	0.182178072
391	0.1820355648
392	0.1817483641
393	0.1815045112
394	0.1813503792
395	0.1810031174
396	0.1809828664
397	0.1807586892
398	0.1806737116
399	0.1804818492
400	0.1801759259
401	0.1800655682
402	0.1797209824
403	0.1795146338
404	0.1792695824
405	0.179062113
406	0.1787857895
407	0.1787737618
408	0.1786124326
409	0.1785390103
410	0.1782274928
411	0.1779888969
412	0.1777410466
413	0.1774453096
414	0.177194669
415	0.1770350285
416	0.1768368209
417	0.1766158788
418	0.1764363134
419	0.1763392618
420	0.1761344125
421	0.1758402519
422	0.1755339577
423	0.1754687746
424	0.1751611219
425	0.1750510711
426	0.1748902851
427	0.1747376396
428	0.1745733761
429	0.1742229435
430	0.1740390615
431	0.1738960645
432	0.1735914714
433	0.173167221
434	0.172952247
435	0.1727419289
436	0.1725776821
437	0.172419013
438	0.1720597083
439	0.1718921631
440	0.1716990227
441	0.1714775906
442	0.1712998647
443	0.1712240588
444	0.17103385
445	0.1707240824
446	0.1705731875
447	0.170376834
448	0.1701668791
449	0.1699308515
450	0.1695871692
451	0.1693525482
452	0.169232097
453	0.169093421
454	0.1689292258
455	0.1687097808
456	0.1683613707
457	0.1681153744
458	0.1679035151
459	0.1676316158
460	0.1672913164
461	0.1671754799
462	0.1669984815
463	0.1667992921
464	0.1665404868
465	0.1663752009
466	0.1663415
467	0.1661569762
468	0.165935651
469	0.165780031
470	0.1656024502
471	0.1654174667
472	0.165243106
473	0.1651018337
474	0.1648778435
475	0.1647617555
476	0.1646835773
477	0.1646086966
478	0.164489521
479	0.1643729322
480	0.1642073586
481	0.1640531262
482	0.1638130586
483	0.1637538891
484	0.1636044063
485	0.1633219812
486	0.163107947
487	0.1629606184
488	0.1627941069
489	0.1625938417
490	0.1624550822
491	0.1623528884
492	0.1622062683
493	0.16188482
494	0.1617634313
495	0.1615298564
496	0.1613005126
497	0.1611287563
498	0.1608447817
499	0.1606706968
500	0.1605319968
501	0.1602827506
502	0.1601414671
503	0.1599023183
504	0.159773465
505	0.1597533173
506	0.1595949388
507	0.1594529102
508	0.1592622388
509	0.1590823299
510	0.1589086682
511	0.1586017921
512	0.1583135299
513	0.1582277541
514	0.1580591082
515	0.1578765013
516	0.1575372552
517	0.1572799301
518	0.1570246591
519	0.1567527535
520	0.1566681137
521	0.1564827916
522	0.1563656182
523	0.1562460814
524	0.1561061338
525	0.156008561
526	0.1558686276
527	0.1556045911
528	0.1553983265
529	0.1552416304
530	0.1551533111
531	0.1550054977
532	0.1548659701
533	0.1547328175
534	0.1546528425
535	0.1544622399
536	0.1542492335
537	0.1540511465
538	0.1538909148
539	0.1537310064
540	0.1534465745
541	0.1532857251
542	0.1531513999
543	0.1529549889
544	0.1527578428
545	0.1526938871
546	0.1525042334
547	0.1523960698
548	0.1521879132
549	0.1520363235
550	0.1519917983
551	0.1518753511
552	0.1516384477
553	0.1515450681
554	0.1513045573
555	0.1511899543
556	0.1511075723
557	0.1509531536
558	0.1507934564
559	0.1506645228
560	0.1504473253
561	0.1503925456
562	0.1502579563
563	0.1501079321
564	0.1498130595
565	0.1495496251
566	0.1493952216
567	0.1492744412
568	0.1491393649
569	0.1489913584
570	0.1488378338
571	0.1486267738
572	0.1483668102
573	0.1482514998
574	0.147968477
575	0.1478394092
576	0.1475896501
577	0.1473414284
578	0.1471442698
579	0.147079755
580	0.1470336326
581	0.1467403566
582	0.1466009935
583	0.1464376965
584	0.1462942245
585	0.1461336006
586	0.1459884272
587	0.1458422317
588	0.1457072962
589	0.1456060196
590	0.1455272076
591	0.145365639
592	0.1452951077
593	0.1451889679
594	0.1451096802
595	0.1450621584
596	0.1449271525
597	0.1447604546
598	0.144634449
599	0.1443893814
600	0.1440930157
601	0.1440038456
602	0.143824047
603	0.1435777464
604	0.1435432563
605	0.143455312
606	0.1432980929
607	0.1430672522
608	0.1429101686
609	0.1427029179
610	0.1424229459
611	0.1423595623
612	0.1422273004
613	0.1421503624
614	0.1419028763
615	0.1416615797
616	0.1415179085
617	0.1413946781
618	0.141172322
619	0.1409465298
620	0.1408040497
621	0.1406647345
622	0.1404225805
623	0.1403172062
624	0.1402291551
625	0.1401662003
626	0.1400748436
627	0.1400256201
628	0.1398549336
629	0.1397357515
630	0.1396195505
631	0.1394623113
632	0.1393974994
633	0.139282775
634	0.1391535776
635	0.1389134077
636	0.1386790294
637	0.1384506087
638	0.1383637102
639	0.1382210121
640	0.1380345694
641	0.137843845
642	0.1376873923
643	0.1374488874
644	0.1373497565
645	0.1370987659
646	0.1369508597
647	0.1368359097
648	0.1365348299
649	0.1363399694
650	0.136139298
651	0.1359411517
652	0.1357552352
653	0.1357017904
654	0.1355550858
655	0.1355160559
656	0.1354230659
657	0.1352209409
658	0.1351754804
659	0.1350064372
660	0.1347140426
661	0.1346787074
662	0.1345650988
663	0.1344056541
664	0.1342122452
665	0.1341264999
666	0.1338954741
667	0.1338351198
668	0.1337105163
669	0.1336564508
670	0.133551327
671	0.1334298038
672	0.1333502684
673	0.1331919038
674	0.1330976858
675	0.1329226131
676	0.1327607043
677	0.1326056724
678	0.1324895095
679	0.1323385805
680	0.131972771
681	0.1318693272
682	0.1317580186
683	0.1317220954
684	0.131607718
685	0.1315314463
686	0.1313170748
687	0.131280616
688	0.1309560497
689	0.1307269479
690	0.130626345
691	0.1305297409
692	0.1304003682
693	0.1303243071
694	0.1301945001
695	0.1300763618
696	0.129975574
697	0.1297495076
698	0.1295634456
699	0.1294768018
700	0.1292698315
701	0.1291745693
702	0.1291384336
703	0.1290371718
704	0.128933299
705	0.128768493
706	0.1286801752
707	0.1285687642
708	0.1283480935
709	0.1282868073
710	0.1281663748
711	0.1280838735
712	0.1280396329
713	0.1278697504
714	0.1276298906
715	0.1273548951
716	0.1271701148
717	0.127061151
718	0.1269221727
719	0.1267881857
720	0.1267195677
721	0.1265258758
722	0.1262778083
723	0.126021738
724	0.1257933319
725	0.1257255106
726	0.1255428943
727	0.1253942579
728	0.1251668619
729	0.1250402509
730	0.1248704787
731	0.1246042797
732	0.1245112251
733	0.1244596644
734	0.1243318973
735	0.1242032431
736	0.12409097
737	0.1239736339
738	0.1237319875
739	0.1236333163
740	0.1235285726
741	0.1233400401
742	0.1232017453
743	0.1229807441
744	0.1228144504
745	0.1226699935
746	0.1225708427
747	0.122504666
748	0.1223433313
749	0.1222448944
750	0.1220450668
751	0.121896165
752	0.12171039
753	0.1216015995
754	0.1214072459
755	0.1213054329
756	0.1210000096
757	0.1208845916
758	0.1207920271
759	0.1205526882
760	0.1202664331
761	0.1201164835
762	0.119935709
763	0.1198825579
764	0.1196722344
765	0.1194722409
766	0.1193378092
767	0.1190914359
768	0.1190088899
769	0.1188719634
770	0.1187569597
771	0.1186325181
772	0.1185416016
773	0.1183960908
774	0.1183082405
775	0.1181445118
776	0.1180008405
777	0.1178728336
778	0.1176719313
779	0.1176280057
780	0.117518563
781	0.1173706959
782	0.1172784718
783	0.1171925447
784	0.117016526
785	0.1169776363
786	0.1168573491
787	0.1167093272
788	0.1165544983
789	0.116286744
790	0.1161361904
791	0.1160264058
792	0.1159638061
793	0.1158078392
794	0.1156372724
795	0.1153815302
796	0.1152881397
797	0.1152109781
798	0.115040066
799	0.1149255425
800	0.1146912423
801	0.1145595124
802	0.1145145203
803	0.1143162273
804	0.1142233063
805	0.1140761535
806	0.1140040435
807	0.1138334661
808	0.1136994976
809	0.1135722658
810	0.1135296763
811	0.1133214671
812	0.1131897168
813	0.1129039729
814	0.1127553996
815	0.1125941033
816	0.1123935212
817	0.1121270843
818	0.1118989769
819	0.1117616168
820	0.111474611
821	0.1113624401
822	0.1112306715
823	0.111095462
824	0.110954196
825	0.1108990751
826	0.1105692561
827	0.1104694001
828	0.1103278883
829	0.1102769046
830	0.110250571
831	0.1101521544
832	0.1099727749
833	0.1098521874
834	0.1096960519
835	0.1095080828
836	0.1093502721
837	0.1090935615
838	0.1089461946
839	0.1087461757
840	0.1085794396
841	0.1083792844
842	0.108320676
843	0.1081327755
844	0.1079844388
845	0.1078378462
846	0.1077459444
847	0.1075506836
848	0.1074219561
849	0.1072124259
850	0.10712663
851	0.1070521033
852	0.1069411327
853	0.1068514801
854	0.1067036454
855	0.1065332068
856	0.1063785625
857	0.1063345599
858	0.1062099722
859	0.1059679628
860	0.1058259112
861	0.1056759529
862	0.1055507495
863	0.1053449995
864	0.105267873
865	0.1050955686
866	0.1049656926
867	0.1048161968
868	0.1047064014
869	0.1046495327
870	0.1044268633
871	0.1042588846
872	0.1042192954
873	0.1041615888
874	0.1041435323
875	0.1039524092
876	0.1037722198
877	0.1036903375
878	0.1036252692
879	0.1035426767
880	0.1033502275
881	0.1032457104
882	0.1031260655
883	0.1030197157
884	0.102886706
885	0.1027380461
886	0.1025995181
887	0.1024613387
888	0.1024191833
889	0.1022551218
890	0.1021575507
891	0.1020585466
892	0.1019428316
893	0.1017763808
894	0.1016574346
895	0.1015894835
896	0.1013882775
897	0.1011636012
898	0.1010929875
899	0.1009724981
900	0.1008833003
901	0.1007681535
902	0.1005996061
903	0.1004367714
904	0.1002843394
905	0.1001619952
906	0.1000496477
907	0.09993070395
908	0.09981842399
909	0.09967767571
910	0.09956966226
911	0.0994527438
912	0.09930876656
913	0.09929382155
914	0.09913559721
915	0.09888285668
916	0.09879276197
917	0.09869162332
918	0.09862497294
919	0.09840744517
920	0.09822285962
921	0.09803340576
922	0.09786450694
923	0.09777061509
924	0.0976508707
925	0.09752645199
926	0.09729817749
927	0.09723731541
928	0.09718432134
929	0.09710684415
930	0.09697022985
931	0.0968351361
932	0.09676476216
933	0.09663877858
934	0.0965487872
935	0.09648322748
936	0.09640177322
937	0.09636350681
938	0.09623791606
939	0.09613517372
940	0.09610930322
941	0.09598960548
942	0.09594380892
943	0.09585886234
944	0.09577194796
945	0.09569090837
946	0.0954782327
947	0.09530538995
948	0.09521587107
949	0.09505313001
950	0.09489234192
951	0.09482540218
952	0.09469063265
953	0.09464896078
954	0.0945958268
955	0.09452521406
956	0.09441730131
957	0.09429939333
958	0.09422758195
959	0.09414598357
960	0.09391381584
961	0.09378988439
962	0.09371725094
963	0.0936634946
964	0.09357278623
965	0.09350990166
966	0.09342614979
967	0.0933025861
968	0.0931062894
969	0.09297669718
970	0.09288851069
971	0.09281237408
972	0.0926911466
973	0.09247896161
974	0.09222062234
975	0.09214335659
976	0.09205590786
977	0.0920251007
978	0.09196262836
979	0.09193396586
980	0.09192432932
981	0.09188025937
982	0.09181105763
983	0.09167479462
984	0.09157939644
985	0.09156249951
986	0.09141762014
987	0.09134379606
988	0.09129651735
989	0.09122575419
990	0.09114090481
991	0.09099797362
992	0.09094891992
993	0.09084202778
994	0.09076926889
995	0.09070417187
996	0.09058652087
997	0.09049627394
998	0.09034176189
999	0.09014535667
